Id_group_no_dc,Id_muestreo_no_dc,Id_gcs,Nombre_finca,Ecoregion,Departamento,Long,Lat,Elev,Avg_temp,Tot_prec,Habitat,Habitat_sub
MB-A-ED,MB-A-ED_01,2299,El descanso,Bajo magdalena,Atlantico,-75.0763,10.7972,69,27.508,1051,Ssp,Arboles dispersos
MB-A-ED,MB-A-ED_02,2299,El descanso,Bajo magdalena,Atlantico,-75.0748,10.7985,69,27.467,1069,Bosque,Secundario
MB-A-ED,MB-A-ED_03,2299,El descanso,Bajo magdalena,Atlantico,-75.0756,10.7986,67,27.508,1051,Ssp,Cerca viva
MB-A-ED,MB-A-ED_04,2299,El descanso,Bajo magdalena,Atlantico,-75.0758,10.8009,61,27.517,1008,Ssp,Intensivo
MB-A-LF,MB-A-LF_01,573,La felicidad,Bajo magdalena,Atlantico,-75.1553,10.6336,95,27.217,1207,Bosque,Secundario
MB-A-LF,MB-A-LF_02,573,La felicidad,Bajo magdalena,Atlantico,-75.1568,10.6342,104,27.217,1207,Cultivos,NA
MB-A-LF,MB-A-LF_03,573,La felicidad,Bajo magdalena,Atlantico,-75.1589,10.6349,91,27.617,1146,Ssp,Arboles dispersos
MB-A-LF,MB-A-LF_04,573,La felicidad,Bajo magdalena,Atlantico,-75.1611,10.6347,37,27.617,1146,Ssp,Arboles dispersos
MB-A-VE,MB-A-VE_01,570,Villa edith,Bajo magdalena,Atlantico,-74.9527,10.8033,163,27.017,1007,Ssp,Arboles dispersos
MB-A-VE,MB-A-VE_02,570,Villa edith,Bajo magdalena,Atlantico,-74.9524,10.8069,162,27.017,1007,Ssp,Arboles dispersos
MB-A-VE,MB-A-VE_03,570,Villa edith,Bajo magdalena,Atlantico,-74.9498,10.8061,166,27.083,1076,Ssp,Banco de forraje
MB-A-VE,MB-A-VE_04,570,Villa edith,Bajo magdalena,Atlantico,-74.9489,10.8058,167,27.083,1076,Pastizales,NA
MB-B-LEST,MB-B-LEST_01,2492,La estancia,Boyaca santander,Boyaca,-72.8969,6.0037,2737,12.383,1044,Bosque,Secundario
MB-B-LEST,MB-B-LEST_02,2492,La estancia,Boyaca santander,Boyaca,-72.8978,6.0034,2725,12.383,1044,Ssp,Setos
MB-B-LEST,MB-B-LEST_03,2492,La estancia,Boyaca santander,Boyaca,-72.8975,6.003,2715,12.383,1044,Pastizales,NA
MB-B-LEST,MB-B-LEST_04,2492,La estancia,Boyaca santander,Boyaca,-72.8982,6.0042,2743,12.383,1044,Ssp,Banco de forraje
MB-B-LES,MB-B-LES_01,1775,La esperanza,Boyaca santander,Boyaca,-73.0466,5.7894,2483,14.575,1297,Ssp,Setos
MB-B-LES,MB-B-LES_02,1775,La esperanza,Boyaca santander,Boyaca,-73.0454,5.7891,2485,14.575,1297,Ssp,Setos
MB-B-LES,MB-B-LES_03,1775,La esperanza,Boyaca santander,Boyaca,-73.0449,5.7882,2484,14.575,1297,Ssp,Arboles dispersos
MB-B-LES,MB-B-LES_04,1775,La esperanza,Boyaca santander,Boyaca,-73.0451,5.7874,2484,14.575,1297,Pastizales,NA
MB-B-LM,MB-B-LM_01,2168,La meseta,Boyaca santander,Boyaca,-72.9358,5.8309,2711,13.108,1035,Bosque,Secundario
MB-B-LM,MB-B-LM_02,2168,La meseta,Boyaca santander,Boyaca,-72.9338,5.8337,2605,14.175,1018,Pastizales,NA
MB-B-LM,MB-B-LM_03,2168,La meseta,Boyaca santander,Boyaca,-72.9319,5.834,2553,14.45,1072,Ssp,Setos
MB-B-LM,MB-B-LM_04,2168,La meseta,Boyaca santander,Boyaca,-72.9316,5.8347,2532,14.45,1072,Ssp,Setos
MB-B-LP,MB-B-LP_01,2921,La pradera,Boyaca santander,Boyaca,-72.9578,5.8312,2806,12.35,959,Pastizales,NA
MB-B-LP,MB-B-LP_02,2921,La pradera,Boyaca santander,Boyaca,-72.9565,5.8305,2777,12.35,959,Bosque,Secundario
MB-B-LP,MB-B-LP_03,2921,La pradera,Boyaca santander,Boyaca,-72.9584,5.8278,2717,13.542,1035,Ssp,Setos
MB-B-LP,MB-B-LP_04,2921,La pradera,Boyaca santander,Boyaca,-72.958,5.8273,2715,12.35,959,Ssp,Banco de forraje
MB-BL-EP,MB-BL-EP_01,2658,El palacio,Bajo magdalena,Bolivar,-75.2018,10.3419,30,27.892,1360,Ssp,Arboles dispersos
MB-BL-EP,MB-BL-EP_02,2658,El palacio,Bajo magdalena,Bolivar,-75.2031,10.3404,30,27.933,1280,Ssp,Cerca viva
MB-BL-EP,MB-BL-EP_03,2658,El palacio,Bajo magdalena,Bolivar,-75.203,10.3394,29,27.933,1280,Pastizales,NA
MB-BL-EP,MB-BL-EP_04,2658,El palacio,Bajo magdalena,Bolivar,-75.2026,10.3386,28,27.933,1280,Cultivos,NA
MB-CD-LMO,MB-CD-LMO_01,2390,La morelia,Cafetera,Caldas,-75.5325,5.0236,1791,18.675,2283,Bosque,Secundario
MB-CD-LMO,MB-CD-LMO_02,2390,La morelia,Cafetera,Caldas,-75.5318,5.0233,1769,18.675,2283,Ssp,Setos
MB-CD-LMO,MB-CD-LMO_03,2390,La morelia,Cafetera,Caldas,-75.5339,5.0246,1823,18.183,2250,Pastizales,NA
MB-CD-LMO,MB-CD-LMO_04,2390,La morelia,Cafetera,Caldas,-75.5339,5.0249,1823,18.183,2250,Pastizales,NA
MB-CS-CA,MB-CS-CA_01,3264,Casanare,Rio cesar,Cesar,-73.269,10.222,96,28.567,1337,Ssp,Arboles dispersos
MB-CS-CA,MB-CS-CA_02,3264,Casanare,Rio cesar,Cesar,-73.2714,10.2213,93,28.567,1337,Pastizales,NA
MB-CS-CA,MB-CS-CA_03,3264,Casanare,Rio cesar,Cesar,-73.2694,10.2184,95,28.567,1337,Ssp,Banco de forraje
MB-CS-CA,MB-CS-CA_04,3264,Casanare,Rio cesar,Cesar,-73.2722,10.219,94,28.567,1337,Pastizales,NA
MB-CS-LD2,MB-CS-LD2_01,1716,Las delicias 2,Rio cesar,Cesar,-73.3805,10.4448,265,27.3,1392,Bosque,Secundario
MB-CS-LD2,MB-CS-LD2_02,1716,Las delicias 2,Rio cesar,Cesar,-73.3819,10.4437,273,27.3,1392,Pastizales,NA
MB-CS-LD2,MB-CS-LD2_03,1716,Las delicias 2,Rio cesar,Cesar,-73.3836,10.4448,280,27.183,1369,Pastizales,NA
MB-CS-LD2,MB-CS-LD2_04,1716,Las delicias 2,Rio cesar,Cesar,-73.3828,10.4422,265,27.3,1392,Ssp,Banco de forraje
MB-CS-LL,MB-CS-LL_01,Ref_La luisa,La luisa,Rio cesar,Cesar,-73.3569,9.8918,76,28.633,1441,Bosque,Secundario
MB-CS-LL,MB-CS-LL_02,Ref_La luisa,La luisa,Rio cesar,Cesar,-73.3588,9.8862,70,28.683,1334,Ssp,Intensivo
MB-CS-LL,MB-CS-LL_03,Ref_La luisa,La luisa,Rio cesar,Cesar,-73.3585,9.8834,73,28.683,1334,Pastizales,NA
MB-CS-LL,MB-CS-LL_04,Ref_La luisa,La luisa,Rio cesar,Cesar,-73.3589,9.8811,75,28.683,1313,Ssp,Arboles dispersos
MB-CS-PV,MB-CS-PV_01,2193,Palmares de venecia,Rio cesar,Cesar,-73.1588,10.5801,160,27.942,1156,Ssp,Banco de forraje
MB-CS-PV,MB-CS-PV_02,2193,Palmares de venecia,Rio cesar,Cesar,-73.159,10.5822,157,27.942,1156,Ssp,Arboles dispersos
MB-CS-PV,MB-CS-PV_03,2193,Palmares de venecia,Rio cesar,Cesar,-73.161,10.5839,167,27.892,1229,Ssp,Intensivo
MB-CS-PV,MB-CS-PV_04,2193,Palmares de venecia,Rio cesar,Cesar,-73.1617,10.5849,168,27.892,1229,Bosque,Secundario
MB-CS-SI,MB-CS-SI_01,2063,Santa isabel – parcela 52,Rio cesar,Cesar,-73.2336,9.885,115,28.267,1538,Ssp,Arboles dispersos
MB-CS-SI,MB-CS-SI_02,2063,Santa isabel – parcela 52,Rio cesar,Cesar,-73.2324,9.8819,115,28.167,1639,Ssp,Arboles dispersos
MB-CS-SI,MB-CS-SI_03,2063,Santa isabel – parcela 52,Rio cesar,Cesar,-73.2336,9.8834,113,28.267,1538,Ssp,Arboles dispersos
MB-CS-SI,MB-CS-SI_04,2063,Santa isabel – parcela 52,Rio cesar,Cesar,-73.2325,9.8811,122,28.167,1639,Bosque,Secundario
MB-G-LO,MB-G-LO_01,3219,La oka,Rio cesar,Guajira,-72.9562,10.8552,224,27.333,1217,Ssp,Arboles dispersos
MB-G-LO,MB-G-LO_02,3219,La oka,Rio cesar,Guajira,-72.9586,10.8508,227,27.242,1108,Ssp,Arboles dispersos
MB-G-LO,MB-G-LO_03,3219,La oka,Rio cesar,Guajira,-72.9562,10.8504,222,27.333,1217,Pastizales,NA
MB-G-LO,MB-G-LO_04,3219,La oka,Rio cesar,Guajira,-72.9555,10.8506,223,27.333,1217,Ssp,Arboles dispersos
MB-G-LO,MB-G-LO_05,3219,La oka,Rio cesar,Guajira,-72.9552,10.8474,222,27.308,1140,Bosque,Secundario
MB-G-LP,MB-G-LP_01,671,La pradera,Rio cesar,Guajira,-73.089,10.5201,167,27.825,1191,Ssp,Arboles dispersos
MB-G-LP,MB-G-LP_02,671,La pradera,Rio cesar,Guajira,-73.0885,10.5161,170,27.783,1291,Pastizales,NA
MB-G-LP,MB-G-LP_03,671,La pradera,Rio cesar,Guajira,-73.0874,10.5169,171,27.825,1191,Ssp,Intensivo
MB-G-LP,MB-G-LP_04,671,La pradera,Rio cesar,Guajira,-73.0921,10.5229,163,27.917,1175,Ssp,Arboles dispersos
MB-M-C,MB-M-C_01,3065,Camaguey,Piedemonte,Meta,-73.6629,3.7377,393,25.433,3162,Pastizales,NA
MB-M-C,MB-M-C_02,3065,Camaguey,Piedemonte,Meta,-73.6626,3.7358,393,25.433,3162,Ssp,Cerca viva
MB-M-C,MB-M-C_03,3065,Camaguey,Piedemonte,Meta,-73.6635,3.7339,398,25.433,3162,Ssp,Intensivo
MB-M-C,MB-M-C_04,3065,Camaguey,Piedemonte,Meta,-73.6613,3.7326,401,25.45,3131,Bosque,Secundario
MB-M-EPO2,MB-M-EPO2_01,268,El porvenir 2,Piedemonte,Meta,-73.8208,3.7913,555,24.65,3825,Bosque,Secundario
MB-M-EPO2,MB-M-EPO2_02,268,El porvenir 2,Piedemonte,Meta,-73.8214,3.7907,553,24.65,3825,Ssp,Arboles dispersos
MB-M-EPO2,MB-M-EPO2_03,268,El porvenir 2,Piedemonte,Meta,-73.8222,3.7896,553,24.65,3825,Pastizales,NA
MB-M-EPO2,MB-M-EPO2_04,268,El porvenir 2,Piedemonte,Meta,-73.8212,3.7866,554,24.65,3825,Ssp,Intensivo
MB-M-NC,MB-M-NC_01,35,Nuevo caney,Piedemonte,Meta,-73.6831,3.6891,399,25.5,3211,Ssp,Arboles dispersos
MB-M-NC,MB-M-NC_02,35,Nuevo caney,Piedemonte,Meta,-73.6831,3.6876,399,25.5,3211,Bosque,Secundario
MB-M-NC,MB-M-NC_03,35,Nuevo caney,Piedemonte,Meta,-73.685,3.6904,403,25.467,3150,Ssp,Arboles dispersos
MB-M-NC,MB-M-NC_04,35,Nuevo caney,Piedemonte,Meta,-73.6874,3.6921,404,25.45,3077,Ssp,Arboles dispersos
MB-M-S,MB-M-S_01,1556,Sion,Piedemonte,Meta,-73.5353,3.711,323,25.792,3047,Bosque,Secundario
MB-M-S,MB-M-S_02,1556,Sion,Piedemonte,Meta,-73.5351,3.7087,318,25.792,3047,Pastizales,NA
MB-M-S,MB-M-S_03,1556,Sion,Piedemonte,Meta,-73.5373,3.7094,319,25.792,3047,Ssp,Intensivo
MB-M-S,MB-M-S_04,1556,Sion,Piedemonte,Meta,-73.5366,3.7092,319,25.792,3047,Pastizales,NA
MB-R-LES,MB-R-LES_01,1383,La esperanza,Cafetera,Risaralda,-75.68,4.7219,1651,19,2139,Ssp,Arboles dispersos
MB-R-LES,MB-R-LES_02,1383,La esperanza,Cafetera,Risaralda,-75.6803,4.7215,1645,19,2139,Ssp,Intensivo
MB-R-LES,MB-R-LES_03,1383,La esperanza,Cafetera,Risaralda,-75.6812,4.7206,1656,19,2139,Ssp,Intensivo
MB-R-LES,MB-R-LES_04,1383,La esperanza,Cafetera,Risaralda,-75.6804,4.7219,1651,19,2139,Ssp,Intensivo
MB-S-BA,MB-S-BA_01,3580,Buenos aires,Boyaca santander,Santander,-73.13,6.2711,1429,20.825,2301,Bosque,Secundario
MB-S-BA,MB-S-BA_02,3580,Buenos aires,Boyaca santander,Santander,-73.127,6.2684,1394,20.825,2301,Ssp,Intensivo
MB-S-BA,MB-S-BA_03,3580,Buenos aires,Boyaca santander,Santander,-73.1274,6.2682,1404,20.825,2301,Ssp,Arboles dispersos
MB-S-BA,MB-S-BA_04,3580,Buenos aires,Boyaca santander,Santander,-73.1283,6.2685,1402,20.825,2301,Ssp,Intensivo
MB-S-LR,MB-S-LR_01,225,La reliquia,Boyaca santander,Santander,-73.1446,6.1918,1584,19.7,2133,Bosque,Secundario
MB-S-LR,MB-S-LR_02,225,La reliquia,Boyaca santander,Santander,-73.145,6.191,1595,19.733,2235,Pastizales,NA
MB-S-LR,MB-S-LR_03,225,La reliquia,Boyaca santander,Santander,-73.1458,6.1906,1568,19.733,2235,Ssp,Intensivo
MB-S-LR,MB-S-LR_04,225,La reliquia,Boyaca santander,Santander,-73.146,6.1916,1537,19.733,2235,Ssp,Intensivo
MB-S-V,MB-S-V_01,3576,Valparaiso,Boyaca santander,Santander,-73.0364,6.3064,1638,19.275,1997,Bosque,Secundario
MB-S-V,MB-S-V_02,3576,Valparaiso,Boyaca santander,Santander,-73.0385,6.3066,1640,19.275,1997,Pastizales,NA
MB-S-V,MB-S-V_03,3576,Valparaiso,Boyaca santander,Santander,-73.0409,6.3051,1712,19.275,1997,Ssp,Arboles dispersos
MB-S-V,MB-S-V_04,3576,Valparaiso,Boyaca santander,Santander,-73.0389,6.3044,1633,19.275,1997,Ssp,Setos
MB-T-ECH,MB-T-ECH_01,1262,El chaco,Cafetera,Tolima,-74.99,4.4776,580,26.125,1840,Bosque,Secundario
MB-T-ECH,MB-T-ECH_02,1262,El chaco,Cafetera,Tolima,-74.9876,4.4781,574,26.125,1840,Ssp,Intensivo
MB-T-ECH,MB-T-ECH_03,1262,El chaco,Cafetera,Tolima,-74.983,4.4821,563,26.225,1892,Ssp,Intensivo
MB-T-ECH,MB-T-ECH_04,1262,El chaco,Cafetera,Tolima,-74.9813,4.4814,561,26.225,1892,Ssp,Arboles dispersos
MB-T-SA,MB-T-SA_01,1353,Santaren,Cafetera,Tolima,-74.7938,4.8763,235,27.058,2216,Bosque,Secundario
MB-T-SA,MB-T-SA_02,1353,Santaren,Cafetera,Tolima,-74.7932,4.8785,237,27.058,2216,Ssp,Arboles dispersos
MB-T-SA,MB-T-SA_03,1353,Santaren,Cafetera,Tolima,-74.7915,4.8805,239,27.042,2231,Pastizales,NA
MB-T-SA,MB-T-SA_04,1353,Santaren,Cafetera,Tolima,-74.7906,4.8798,234,27.042,2231,Ssp,Intensivo
MB-VC-EB,MB-VC-EB_01,344,El brillante,Cafetera,Valle del cauca,-75.9154,3.9477,3284,9.783,1391,Bosque,Secundario
MB-VC-EB,MB-VC-EB_02,344,El brillante,Cafetera,Valle del cauca,-75.9147,3.9478,3279,9.783,1391,Bosque,Secundario
MB-VC-EB,MB-VC-EB_03,344,El brillante,Cafetera,Valle del cauca,-75.9154,3.9498,3327,9.783,1391,Bosque,Secundario
MB-VC-EH,MB-VC-EH_01,Ref_El hatico,El hatico,Cafetera,Valle del cauca,-76.3242,3.6434,1014,23.35,1466,Bosque,Maduro
MB-VC-EH,MB-VC-EH_02,Ref_El hatico,El hatico,Cafetera,Valle del cauca,-76.321,3.6451,1000,23.35,1466,Bosque,Secundario
MB-VC-EH,MB-VC-EH_03,Ref_El hatico,El hatico,Cafetera,Valle del cauca,-76.3162,3.6437,1000,23.333,1406,Ssp,Intensivo
MB-VC-EH,MB-VC-EH_04,Ref_El hatico,El hatico,Cafetera,Valle del cauca,-76.3142,3.6443,1004,23.333,1406,Ssp,Cerca viva
MB-VC-LCH,MB-VC-LCH_01,995,Los chagualos,Cafetera,Valle del cauca,-76.2264,3.8786,1374,20.417,1517,Bosque,Secundario
MB-VC-LCH,MB-VC-LCH_02,995,Los chagualos,Cafetera,Valle del cauca,-76.2278,3.8776,1418,20.417,1517,Pastizales,NA
MB-VC-LCH,MB-VC-LCH_03,995,Los chagualos,Cafetera,Valle del cauca,-76.2267,3.8773,1417,20.417,1517,Ssp,Intensivo
MB-VC-LCH,MB-VC-LCH_04,995,Los chagualos,Cafetera,Valle del cauca,-76.2265,3.8763,1428,20.417,1517,Ssp,Banco de forraje
MB-VC-L,MB-VC-L_01,Ref_Lucerna,Lucerna,Cafetera,Valle del cauca,-76.1446,4.2452,933,23.817,1582,Bosque,Secundario
MB-VC-L,MB-VC-L_02,Ref_Lucerna,Lucerna,Cafetera,Valle del cauca,-76.1427,4.2457,934,23.817,1582,Ssp,Cerca viva
MB-VC-L,MB-VC-L_03,Ref_Lucerna,Lucerna,Cafetera,Valle del cauca,-76.1421,4.242,938,23.817,1582,Ssp,Intensivo
MB-VC-L,MB-VC-L_04,Ref_Lucerna,Lucerna,Cafetera,Valle del cauca,-76.1464,4.24,933,23.825,1562,Pastizales,NA
MB-VC-P,MB-VC-P_01,735,Pinzacua,Cafetera,Valle del cauca,-75.7884,4.6814,1220,21.75,1922,Ssp,Arboles dispersos
MB-VC-P,MB-VC-P_02,735,Pinzacua,Cafetera,Valle del cauca,-75.7893,4.6817,1216,21.75,1922,Bosque,Secundario
MB-VC-P,MB-VC-P_03,735,Pinzacua,Cafetera,Valle del cauca,-75.7893,4.6812,1213,21.75,1922,Ssp,Arboles dispersos
MB-VC-P,MB-VC-P_04,735,Pinzacua,Cafetera,Valle del cauca,-75.7881,4.6808,1215,21.75,1922,Ssp,Setos
MB-VC-SJ,MB-VC-SJ_01,1607,San jose,Cafetera,Valle del cauca,-75.7388,4.6949,1378,20.733,2019,Bosque,Secundario
MB-VC-SJ,MB-VC-SJ_02,1607,San jose,Cafetera,Valle del cauca,-75.7361,4.6932,1412,20.733,2019,Ssp,Cerca viva
MB-VC-SJ,MB-VC-SJ_03,1607,San jose,Cafetera,Valle del cauca,-75.7368,4.6938,1401,20.733,2019,Pastizales,NA
MB-VC-SJ,MB-VC-SJ_04,1607,San jose,Cafetera,Valle del cauca,-75.7384,4.6944,1378,20.733,2019,Ssp,Intensivo
AD-M-CO,AD-M-CO_01,3886,Corinto,Piedemonte,Meta,-73.6735,3.335,313,26.108,2845,Mosaic,NA
AD-M-CO,AD-M-CO_02,3886,Corinto,Piedemonte,Meta,-73.6739,3.3339,314,26.108,2845,Ssp,Cerca viva
AD-M-CO,AD-M-CO_03,3886,Corinto,Piedemonte,Meta,-73.6728,3.3328,316,26.008,2811,Ssp,Cerca viva
AD-M-CO,AD-M-CO_04,3886,Corinto,Piedemonte,Meta,-73.6733,3.3318,315,26.008,2811,Ssp,Cerca viva
AD-M-CO,AD-M-CO_05,3886,Corinto,Piedemonte,Meta,-73.6747,3.3316,316,26.008,2811,Bosque,Secundario
AD-M-CO,AD-M-CO_06,3886,Corinto,Piedemonte,Meta,-73.676,3.3319,318,25.975,2904,Bosque,Secundario
AD-M-CO,AD-M-CO_07,3886,Corinto,Piedemonte,Meta,-73.6672,3.3329,308,26.008,2811,Pastizales,NA
AD-M-CO,AD-M-CO_08,3886,Corinto,Piedemonte,Meta,-73.6785,3.3329,325,25.975,2904,Ssp,Cerca viva
AD-M-CO,AD-M-CO_09,3886,Corinto,Piedemonte,Meta,-73.6675,3.334,308,26.108,2845,Pastizales,NA
AD-M-CO,AD-M-CO_10,3886,Corinto,Piedemonte,Meta,-73.6768,3.3354,317,26.033,2793,Bosque,Secundario
AD-M-CO,AD-M-CO_11,3886,Corinto,Piedemonte,Meta,-73.6755,3.3347,314,26.033,2793,Ssp,Cerca viva
AD-M-EPO3,AD-M-EPO3_01,261,El porvenir 3,Piedemonte,Meta,-73.7976,3.6725,429,25.325,2897,Mosaic,NA
AD-M-EPO3,AD-M-EPO3_02,261,El porvenir 3,Piedemonte,Meta,-73.7984,3.6719,425,25.325,2897,Ssp,Cerca viva
AD-M-EPO3,AD-M-EPO3_03,261,El porvenir 3,Piedemonte,Meta,-73.7983,3.6689,424,25.325,2897,Ssp,Arboles dispersos
AD-M-EPO3,AD-M-EPO3_04,261,El porvenir 3,Piedemonte,Meta,-73.7971,3.6689,424,25.325,2897,Pastizales,NA
AD-M-EPO3,AD-M-EPO3_05,261,El porvenir 3,Piedemonte,Meta,-73.796,3.6694,425,25.325,2897,Ssp,Cerca viva
AD-M-EPO3,AD-M-EPO3_06,261,El porvenir 3,Piedemonte,Meta,-73.795,3.6687,424,25.325,2897,Ssp,Arboles dispersos
AD-M-EPO3,AD-M-EPO3_07,261,El porvenir 3,Piedemonte,Meta,-73.7945,3.6675,426,25.325,2897,Bosque,Secundario
AD-M-EPO3,AD-M-EPO3_08,261,El porvenir 3,Piedemonte,Meta,-73.7947,3.6699,424,25.325,2897,Ssp,Both
AD-M-EPO3,AD-M-EPO3_09,261,El porvenir 3,Piedemonte,Meta,-73.7949,3.671,425,25.325,2897,Ssp,Arboles dispersos
AD-M-EPO3,AD-M-EPO3_10,261,El porvenir 3,Piedemonte,Meta,-73.796,3.6708,427,25.325,2897,Ssp,Arboles dispersos
AD-M-EPO3,AD-M-EPO3_11,261,El porvenir 3,Piedemonte,Meta,-73.7969,3.6714,427,25.325,2897,Bosque,Secundario
AD-M-LCA1,AD-M-LCA1_01,3958,Los cambulos 1,Piedemonte,Meta,-73.743,3.3838,318,25.975,2702,Ssp,Arboles dispersos
AD-M-LCA1,AD-M-LCA1_02,3958,Los cambulos 1,Piedemonte,Meta,-73.7426,3.3825,341,25.775,2705,Mosaic,NA
AD-M-LCA1,AD-M-LCA1_03,3958,Los cambulos 1,Piedemonte,Meta,-73.7417,3.3819,342,25.775,2705,Mosaic,NA
AD-M-LCA1,AD-M-LCA1_04,3958,Los cambulos 1,Piedemonte,Meta,-73.7413,3.3811,347,25.808,2732,Bosque,Secundario
AD-M-LCA1,AD-M-LCA1_05,3958,Los cambulos 1,Piedemonte,Meta,-73.7414,3.3802,362,25.808,2732,Bosque,Secundario
AD-M-LCA1,AD-M-LCA1_06,3958,Los cambulos 1,Piedemonte,Meta,-73.7416,3.3793,366,25.808,2732,Mosaic,NA
AD-M-LCA1,AD-M-LCA1_07,3958,Los cambulos 1,Piedemonte,Meta,-73.742,3.3784,366,25.775,2705,Ssp,Cerca viva
AD-M-LCA1,AD-M-LCA1_08,3958,Los cambulos 1,Piedemonte,Meta,-73.7425,3.3776,366,25.775,2705,Ssp,Arboles dispersos
AD-M-LCA1,AD-M-LCA1_09,3958,Los cambulos 1,Piedemonte,Meta,-73.7433,3.378,366,25.775,2705,Pastizales,NA
AD-M-LCA1,AD-M-LCA1_10,3958,Los cambulos 1,Piedemonte,Meta,-73.7442,3.3784,366,25.775,2705,Mosaic,NA
AD-M-LCA1,AD-M-LCA1_11,3958,Los cambulos 1,Piedemonte,Meta,-73.7439,3.3797,365,25.775,2705,Bosque,Secundario
AD-M-LCA2,AD-M-LCA2_01,275,Los cambulos 2,Piedemonte,Meta,-73.6492,3.5919,353,25.742,2916,Ssp,Cerca viva
AD-M-LCA2,AD-M-LCA2_02,275,Los cambulos 2,Piedemonte,Meta,-73.643,3.5972,351,25.742,2916,Ssp,Cerca viva
AD-M-LCA2,AD-M-LCA2_03,275,Los cambulos 2,Piedemonte,Meta,-73.6434,3.596,360,25.742,2916,Bosque,Secundario
AD-M-LCA2,AD-M-LCA2_04,275,Los cambulos 2,Piedemonte,Meta,-73.6442,3.5943,353,25.742,2916,Bosque,Secundario
AD-M-LCA2,AD-M-LCA2_05,275,Los cambulos 2,Piedemonte,Meta,-73.6443,3.5929,351,25.742,2916,Ssp,Cerca viva
AD-M-LCA2,AD-M-LCA2_06,275,Los cambulos 2,Piedemonte,Meta,-73.6451,3.5916,352,25.758,3006,Bosque,Secundario
AD-M-LCA2,AD-M-LCA2_07,275,Los cambulos 2,Piedemonte,Meta,-73.6459,3.5906,352,25.758,3006,Bosque,Secundario
AD-M-LCA2,AD-M-LCA2_08,275,Los cambulos 2,Piedemonte,Meta,-73.6465,3.5897,350,25.758,3006,Mosaic,NA
AD-M-LCA2,AD-M-LCA2_09,275,Los cambulos 2,Piedemonte,Meta,-73.6478,3.5907,352,25.758,3006,Mosaic,NA
AD-M-LCA2,AD-M-LCA2_10,275,Los cambulos 2,Piedemonte,Meta,-73.6478,3.5919,352,25.742,2916,Ssp,Arboles dispersos
AD-M-LCA2,AD-M-LCA2_11,275,Los cambulos 2,Piedemonte,Meta,-73.6481,3.593,353,25.742,2916,Bosque,Secundario
AD-M-LC,AD-M-LC_01,4755,La candelaria,Piedemonte,Meta,-73.7225,3.4162,312,26.025,2764,Bosque,Secundario
AD-M-LC,AD-M-LC_02,4755,La candelaria,Piedemonte,Meta,-73.7214,3.4171,308,26.033,2754,Mosaic,NA
AD-M-LC,AD-M-LC_03,4755,La candelaria,Piedemonte,Meta,-73.7201,3.4181,306,26.033,2754,Mosaic,NA
AD-M-LC,AD-M-LC_04,4755,La candelaria,Piedemonte,Meta,-73.72,3.4194,303,26.033,2754,Mosaic,NA
AD-M-LC,AD-M-LC_05,4755,La candelaria,Piedemonte,Meta,-73.72,3.4204,304,26.033,2754,Ssp,Arboles dispersos
AD-M-LC,AD-M-LC_06,4755,La candelaria,Piedemonte,Meta,-73.7207,3.4211,304,26.033,2754,Ssp,Arboles dispersos
AD-M-LC,AD-M-LC_07,4755,La candelaria,Piedemonte,Meta,-73.7208,3.4222,305,26.033,2754,Ssp,Cerca viva
AD-M-LC,AD-M-LC_08,4755,La candelaria,Piedemonte,Meta,-73.7214,3.4229,303,26.033,2754,Ssp,Both
AD-M-LC,AD-M-LC_09,4755,La candelaria,Piedemonte,Meta,-73.7228,3.423,302,26.033,2754,Mosaic,NA
AD-M-LC,AD-M-LC_10,4755,La candelaria,Piedemonte,Meta,-73.7243,3.4208,306,26.033,2754,Ssp,Cerca viva
AD-M-LC,AD-M-LC_11,4755,La candelaria,Piedemonte,Meta,-73.7241,3.419,309,26.033,2754,Ssp,Cerca viva
AD-M-LD1,AD-M-LD1_01,4689,Las delicias 1,Piedemonte,Meta,-73.677,3.426,286,26.092,2745,Mosaic,NA
AD-M-LD1,AD-M-LD1_02,4689,Las delicias 1,Piedemonte,Meta,-73.6778,3.4268,281,26.092,2745,Ssp,Cerca viva
AD-M-LD1,AD-M-LD1_03,4689,Las delicias 1,Piedemonte,Meta,-73.6788,3.4261,285,26.092,2745,Bosque,Secundario
AD-M-LD1,AD-M-LD1_04,4689,Las delicias 1,Piedemonte,Meta,-73.6797,3.4265,284,26.092,2745,Bosque,Secundario
AD-M-LD1,AD-M-LD1_05,4689,Las delicias 1,Piedemonte,Meta,-73.6798,3.4275,286,26.092,2745,Ssp,Both
AD-M-LD1,AD-M-LD1_06,4689,Las delicias 1,Piedemonte,Meta,-73.6788,3.4279,281,26.092,2745,Mosaic,NA
AD-M-LD1,AD-M-LD1_07,4689,Las delicias 1,Piedemonte,Meta,-73.6768,3.4269,284,26.092,2745,Bosque,Secundario
AD-M-LD1,AD-M-LD1_08,4689,Las delicias 1,Piedemonte,Meta,-73.6757,3.4266,286,26.092,2745,Bosque,Secundario
AD-M-LD1,AD-M-LD1_09,4689,Las delicias 1,Piedemonte,Meta,-73.6743,3.4271,286,26.108,2575,Bosque,Secundario
